,Gene Entrez ID,Gene Symbol,Gene Name,Gene Description,PICR Ensembl ID,CHOK1GS Ensembl ID,Transcript ID,Protein ID,GO Terms,Uniprot ID,Human Entrez ID,Human Gene Name
36,100757006,Man2a1,mannosidase alpha class 2A member 1,"This gene encodes a glycosyl hydrolase that localizes to the Golgi and catalyzes the final hydrolytic step in the asparagine-linked oligosaccharide (N-glycan) maturation pathway. Mutations in the mouse homolog of this gene have been shown to cause a systemic autoimmune disease similar to human systemic lupus erythematosus. [provided by RefSeq, Dec 2013]",ENSCGRG00015019615,ENSCGRG00001007366,XM_003499367,XP_003499415,"['GO:0005794', 'GO:0001701', 'GO:0001889', 'GO:0005615', 'GO:0007005', 'GO:0007585', 'GO:0048286', 'GO:0060042', 'GO:0005797', 'GO:0050769', 'GO:0006491', 'GO:0007033', 'GO:0015923', 'GO:0016787', 'GO:0016799', 'GO:0000139', 'GO:0005801', 'GO:0006013', 'GO:0004559', 'GO:0030246', 'GO:0005975', 'GO:0003824']",A0A8C2LPL6,4124,MAN2A1
37,100758702,LOC100758702,fatty acyl-CoA reductase 2,"This gene belongs to the short chain dehydrogenase/reductase superfamily. It encodes a reductase enzyme involved in the first step of wax biosynthesis wherein fatty acids are converted to fatty alcohols. The encoded peroxisomal protein utilizes saturated fatty acids of 16 or 18 carbons as preferred substrates. Alternatively spliced transcript variants have been observed for this gene. Related pseudogenes have been identified on chromosomes 2, 14 and 22. [provided by RefSeq, Nov 2012]",ENSCGRG00015003168,ENSCGRG00001000230,XM_035437406,XP_035293297,"['GO:0016020', 'GO:0016491', 'GO:0006629', 'GO:0005778', 'GO:0080019', 'GO:0102965', 'GO:0035336', 'GO:0005777', 'GO:0016620', 'GO:1901568']", ,55711,FAR2
38,100761441,Sgpl1,sphingosine-1-phosphate lyase 1,"Enables sphinganine-1-phosphate aldolase activity. Involved in apoptotic signaling pathway; fatty acid metabolic process; and sphingolipid metabolic process. Located in endoplasmic reticulum. Implicated in nephrotic syndrome type 14. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015006706,ENSCGRG00001016963,XM_027434869,XP_027290670,"['GO:0016020', 'GO:0016829', 'GO:0003824', 'GO:0030170', 'GO:0019752', 'GO:0008117', 'GO:0001553', 'GO:0001570', 'GO:0001822', 'GO:0006631', 'GO:0006672', 'GO:0006807', 'GO:0007283', 'GO:0008209', 'GO:0008210', 'GO:0008585', 'GO:0009791', 'GO:0010761', 'GO:0030097', 'GO:0030149', 'GO:0033327', 'GO:0040014', 'GO:0048008', 'GO:0048705', 'GO:0060021', 'GO:0060325', 'GO:0097190', 'GO:0005783', 'GO:0016830']",G3H6R7,8879,SGPL1
39,100767777,Ppox,protoporphyrinogen oxidase,"This gene encodes the penultimate enzyme of heme biosynthesis, which catalyzes the 6-electron oxidation of protoporphyrinogen IX to form protoporphyrin IX. Mutations in this gene cause variegate porphyria, an autosomal dominant disorder of heme metabolism resulting from a deficiency in protoporphyrinogen oxidase, an enzyme located on the inner mitochondrial membrane. Alternatively spliced transcript variants encoding the same protein have been identified. [provided by RefSeq, Jul 2008]",ENSCGRG00015017575,ENSCGRG00001021941,XM_035458697,XP_035314588,"['GO:0016491', 'GO:0005743', 'GO:0006779', 'GO:0006782', 'GO:0004729', 'GO:0006783', 'GO:0031966']",G3HU16,5498,PPOX
40,100751272,Akr1b1,aldo-keto reductase family 1 member B,"This gene encodes a member of the aldo/keto reductase superfamily, which consists of more than 40 known enzymes and proteins. This member catalyzes the reduction of a number of aldehydes, including the aldehyde form of glucose, and is thereby implicated in the development of diabetic complications by catalyzing the reduction of glucose to sorbitol. Multiple pseudogenes have been identified for this gene. The nomenclature system used by the HUGO Gene Nomenclature Committee to define human aldo-keto reductase family members is known to differ from that used by the Mouse Genome Informatics database. [provided by RefSeq, Feb 2009]",ENSCGRG00015027059,ENSCGRG00001022690,XM_003503181,XP_003503229,"['GO:0016491', 'GO:0001758', 'GO:0004032', 'GO:0043795', 'GO:0001523', 'GO:0002070', 'GO:0003091', 'GO:0035809', 'GO:0043066', 'GO:0044597', 'GO:0044598', 'GO:0071475', 'GO:0072205', 'GO:0005654', 'GO:0005829', 'GO:0046370', 'GO:0047939', 'GO:0019853']",G3HH30,231,AKR1B1
41,100764462,Aldh5a1,aldehyde dehydrogenase 5 family member A1,"This protein belongs to the aldehyde dehydrogenase family of proteins. This gene encodes a mitochondrial NAD(+)-dependent succinic semialdehyde dehydrogenase. A deficiency of this enzyme, known as 4-hydroxybutyricaciduria, is a rare inborn error in the metabolism of the neurotransmitter 4-aminobutyric acid (GABA). In response to the defect, physiologic fluids from patients accumulate GHB, a compound with numerous neuromodulatory properties. Two transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Jul 2008]",ENSCGRG00015005547,ENSCGRG00001013734,XM_003502206,XP_003502254,"['GO:0005739', 'GO:0042802', 'GO:0007417', 'GO:0009791', 'GO:0006105', 'GO:0006536', 'GO:0009448', 'GO:0009450', 'GO:0042135', 'GO:0004777', 'GO:0009450', 'GO:0009450', 'GO:0009013', 'GO:0016620', 'GO:0016491']", ,7915,ALDH5A1
42,100689394,Slc35a3,solute carrier family 35 member A3,"This gene encodes a UDP-N-acetylglucosamine transporter found in the golgi apparatus membrane. In cattle, a missense mutation in this gene causes complex vertebral malformation. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2012]",ENSCGRG00015027414,ENSCGRG00001022960,NM_001246818,NP_001233747,"['GO:0016020', 'GO:0005794', 'GO:0008643', 'GO:0000139', 'GO:0015165', 'GO:0090481', 'GO:1990569', 'GO:0016021', 'GO:1990569']",D6CJI0,23443,SLC35A3
43,100771756,Pla2g4b,phospholipase A2 group IVB,"This gene encodes a member of the cytosolic phospholipase A2 protein family. Phospholipase A2 enzymes hydrolyze the sn-2 bond of phospholipids, releasing lysophospholipids and fatty acids. This enzyme may be associated with mitochondria and early endosomes. Most tissues also express read-through transcripts from the upstream gene into this gene, some of which may encode fusion proteins combining the N-terminus of the upstream gene including its JmjC domain with the almost complete coding region of this gene, including the C2 and cytoplasmic phospholipase A2 domains. [provided by RefSeq, Jul 2008]",ENSCGRG00015023000,ENSCGRG00001023403,XM_016968838,XP_016824327,"['GO:0005829', 'GO:0046475', 'GO:0047498', 'GO:0009395', 'GO:0004620']", ,8681,JMJD7-PLA2G4B
44,100764591,Atad1,ATPase family AAA domain containing 1,"Predicted to enable ATP binding activity and transmembrane protein dislocase activity. Involved in extraction of mislocalized protein from mitochondrial outer membrane. Located in mitochondrial outer membrane and peroxisomal membrane. Implicated in hyperekplexia 4. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015021467,ENSCGRG00001009686,XM_003510311,XP_003510359,"['GO:0016887', 'GO:0005778', 'GO:0045211', 'GO:0005741', 'GO:0098978', 'GO:0007613', 'GO:0098794', 'GO:0099149', 'GO:0007612', 'GO:0002092', 'GO:0051967', 'GO:0016887', 'GO:0005524', 'GO:0140570']",A0A8C2LQ05,84896,ATAD1
45,100762273,Uggt2,UDP-glucose glycoprotein glucosyltransferase 2,"UDP-glucose:glycoprotein glucosyltransferase (UGT) is a soluble protein of the endoplasmic reticulum (ER) that selectively reglucosylates unfolded glycoproteins, thus providing quality control for protein transport out of the ER.[supplied by OMIM, Oct 2009]",ENSCGRG00015027284,ENSCGRG00001016376,XM_035445508,XP_035301399,"['GO:0032991', 'GO:0003980', 'GO:0006486']", ,55757,UGGT2
46,100763866,Cryl1,crystallin lambda 1,"The uronate cycle functions as an alternative glucose metabolic pathway, accounting for about 5% of daily glucose catabolism. The product of this gene catalyzes the dehydrogenation of L-gulonate into dehydro-L-gulonate in the uronate cycle. The enzyme requires NAD(H) as a coenzyme, and is inhibited by inorganic phosphate. A similar gene in the rabbit is thought to serve a structural role in the lens of the eye. [provided by RefSeq, Jul 2008]",ENSCGRG00015012940,ENSCGRG00001017496,XM_007641175,XP_007639365,"['GO:0070403', 'GO:0042803', 'GO:0005829', 'GO:0050104', 'GO:0006631', 'GO:0070403', 'GO:0016616', 'GO:0016491', 'GO:0019640']",A0A8C2ME42,51084,CRYL1
48,100766754,Abcc4,ATP binding cassette subfamily C member 4,"The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the MRP subfamily which is involved in multi-drug resistance. This family member plays a role in cellular detoxification as a pump for its substrate, organic anions. It may also function in prostaglandin-mediated cAMP signaling in ciliogenesis. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Sep 2014]",ENSCGRG00015027390,ENSCGRG00001005625,XM_007623458,XP_007621648,"['GO:0016323', 'GO:0016324', 'GO:0005730', 'GO:0005886', 'GO:0016020', 'GO:0060271', 'GO:0005794', 'GO:0015143', 'GO:0042910', 'GO:0015747', 'GO:0042626', 'GO:0015562', 'GO:0032310', 'GO:0140115', 'GO:0031088', 'GO:0015721', 'GO:0015431', 'GO:0071716', 'GO:0042626', 'GO:0005524', 'GO:0055085', 'GO:0016021', 'GO:0015432', 'GO:0140359', 'GO:0001409', 'GO:0015132', 'GO:0015216', 'GO:0034634', 'GO:0015732', 'GO:0070730', 'GO:0042626', 'GO:0005524', 'GO:0055085', 'GO:0016021', 'GO:0140359']", ,10257,ABCC4
49,100768962,Ppcs,phosphopantothenoylcysteine synthetase,"Biosynthesis of coenzyme A (CoA) from pantothenic acid (vitamin B5) is an essential universal pathway in prokaryotes and eukaryotes. PPCS (EC 6.3.2.5), one of the last enzymes in this pathway, converts phosphopantothenate to phosphopantothenoylcysteine (Daugherty et al., 2002 [PubMed 11923312]).[supplied by OMIM, Mar 2008]",ENSCGRG00015002816,ENSCGRG00001013754,XM_003513331,XP_003513379,"['GO:0016874', 'GO:0015937', 'GO:0003824', 'GO:0004632', 'GO:0042803', 'GO:0003015', 'GO:0006085', 'GO:0042802']",G3IEX5,79717,PPCS
50,100768227,Aldh1a3,aldehyde dehydrogenase 1 family member A3,"This gene encodes an aldehyde dehydrogenase enzyme that uses retinal as a substrate. Mutations in this gene have been associated with microphthalmia, isolated 8, and expression changes have also been detected in tumor cells. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2014]",ENSCGRG00015020829,ENSCGRG00001010590,XM_003499401,XP_003499449,"['GO:0016491', 'GO:0016620', 'GO:0006081', 'GO:0001758', 'GO:0004029', 'GO:0004030', 'GO:0042803', 'GO:0070324', 'GO:0070403', 'GO:0002072', 'GO:0002138', 'GO:0007626', 'GO:0021768', 'GO:0031076', 'GO:0042472', 'GO:0042573', 'GO:0042574', 'GO:0043065', 'GO:0043584', 'GO:0048048', 'GO:0050885', 'GO:0051289', 'GO:0060013', 'GO:0060166', 'GO:0060324', 'GO:0070384', 'GO:0005737', 'GO:0006915', 'GO:0016491']",G3H599,220,ALDH1A3
51,100767061,LOC100767061,alcohol dehydrogenase 6,"This gene encodes class V alcohol dehydrogenase, which is a member of the alcohol dehydrogenase family. Members of this family metabolize a wide variety of substrates, including ethanol, retinol, other aliphatic alcohols, hydroxysteroids, and lipid peroxidation products. This gene is expressed in the stomach as well as in the liver, and it contains a glucocorticoid response element upstream of its 5' UTR, which is a steroid hormone receptor binding site. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]",ENSCGRG00015008947,ENSCGRG00001011022,XM_035437796,XP_035293687,"['GO:0008270', 'GO:0016491', 'GO:0045471', 'GO:0006069', 'GO:0004022', 'GO:0008270', 'GO:0016491']", ,130,ADH6
52,100762824,Ch25h,cholesterol 25-hydroxylase,"This is an intronless gene that is involved in cholesterol and lipid metabolism. The encoded protein is a membrane protein and contains clusters of histidine residues essential for catalytic activity. Unlike most other sterol hydroxylases, this enzyme is a member of a small family of enzymes that utilize diiron cofactors to catalyze the hydroxylation of hydrophobic substrates. [provided by RefSeq, Jul 2008]",ENSCGRG00015020884,ENSCGRG00001014081,XM_003505962,XP_003506010,"['GO:0016020', 'GO:0016491', 'GO:0005506', 'GO:0008610', 'GO:0001567', 'GO:0008395', 'GO:0008203', 'GO:0035754', 'GO:0034340', 'GO:1903914']",G3HQY5,9023,CH25H
53,100774732,Phyh,phytanoyl-CoA 2-hydroxylase,"This gene is a member of the PhyH family and encodes a peroxisomal protein that is involved in the alpha-oxidation of 3-methyl branched fatty acids. Specifically, this protein converts phytanoyl-CoA to 2-hydroxyphytanoyl-CoA. Mutations in this gene have been associated with Refsum disease (RD) and deficient protein activity has been associated with Zellweger syndrome and rhizomelic chondrodysplasia punctata. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]",ENSCGRG00015020826,ENSCGRG00001022685,XM_003496411,XP_003496459,"['GO:0051213', 'GO:0003824', 'GO:0008198', 'GO:0031406', 'GO:0048244', 'GO:0001561', 'GO:0006103', 'GO:0006720', 'GO:0097089', 'GO:0005777', 'GO:0031418', 'GO:0097731']",G3GVQ7,5264,PHYH
54,100765413,Hk1,hexokinase 1,"Hexokinases phosphorylate glucose to produce glucose-6-phosphate, the first step in most glucose metabolism pathways. This gene encodes a ubiquitous form of hexokinase which localizes to the outer membrane of mitochondria. Mutations in this gene have been associated with hemolytic anemia due to hexokinase deficiency. Alternative splicing of this gene results in several transcript variants which encode different isoforms, some of which are tissue-specific. [provided by RefSeq, Apr 2016]",ENSCGRG00015005709,ENSCGRG00001011689,XM_003499892,XP_003499940,"['GO:0005739', 'GO:0005829', 'GO:0004396', 'GO:0061621', 'GO:0045121', 'GO:0072655', 'GO:0072656', 'GO:0004396', 'GO:0042834', 'GO:0046835', 'GO:0001678', 'GO:0005536', 'GO:0004396', 'GO:0016773', 'GO:0006096', 'GO:0005975', 'GO:0005524', 'GO:0002720', 'GO:0032731', 'GO:0004340', 'GO:0001678', 'GO:0005536', 'GO:0004396', 'GO:0016773', 'GO:0006096', 'GO:0005975', 'GO:0005524', 'GO:0001678', 'GO:0005536', 'GO:0004396', 'GO:0016773', 'GO:0006096', 'GO:0005975', 'GO:0005524']",G3H6T5,3098,HK1
55,100772976,Atp2c2,ATPase secretory pathway Ca2+ transporting 2,"Enables P-type calcium transporter activity and P-type manganese transporter activity. Predicted to be involved in calcium ion transmembrane transport; cellular calcium ion homeostasis; and manganese ion transport. Predicted to act upstream of or within mammary gland epithelium development; positive regulation of calcium ion import; and protein localization to plasma membrane. Predicted to be located in trans-Golgi network membrane. Predicted to be active in Golgi membrane; endoplasmic reticulum; and plasma membrane. Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015022761,ENSCGRG00001000729,XM_003495115,XP_003495163,"['GO:0005388', 'GO:0032588', 'GO:0048471', 'GO:0031410', 'GO:0061180', 'GO:0072659', 'GO:0090280', 'GO:0009898', 'GO:0005388', 'GO:0000166', 'GO:0070588', 'GO:0006816', 'GO:0016887', 'GO:0005524', 'GO:0016021', 'GO:0005215', 'GO:0140613']",A0A8C2LAR2,9914,ATP2C2
56,100771298,Degs2,"delta 4-desaturase, sphingolipid 2","This gene encodes a bifunctional enzyme that is involved in the biosynthesis of phytosphingolipids in human skin and in other phytosphingolipid-containing tissues. This enzyme can act as a sphingolipid delta(4)-desaturase, and also as a sphingolipid C4-hydroxylase. [provided by RefSeq, Oct 2008]",ENSCGRG00015013662,ENSCGRG00001009488,XM_035456702,XP_035312593,"['GO:0006667', 'GO:0030148', 'GO:0042284', 'GO:0030148', 'GO:0042284', 'GO:0006629', 'GO:0016021']", ,123099,DEGS2
57,100762593,Entpd1,ectonucleoside triphosphate diphosphohydrolase 1,"The protein encoded by this gene is a plasma membrane protein that hydrolyzes extracellular ATP and ADP to AMP. Inhibition of this protein's activity may confer anticancer benefits. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2015]",ENSCGRG00015025493,ENSCGRG00001016972,XM_035442840,XP_035298731,"['GO:0016787', 'GO:0016787']", ,953,ENTPD1
