Gene Entrez ID,Gene Symbol,Gene Name,Gene Description,PICR Ensembl ID,CHOK1GS Ensembl ID,Transcript ID,Protein ID,GO Terms,Uniprot ID,Human Entrez ID,Human Gene Name,system
100762273,Uggt2,UDP-glucose glycoprotein glucosyltransferase 2,"UDP-glucose:glycoprotein glucosyltransferase (UGT) is a soluble protein of the endoplasmic reticulum (ER) that selectively reglucosylates unfolded glycoproteins, thus providing quality control for protein transport out of the ER.[supplied by OMIM, Oct 2009]",ENSCGRG00015027284,ENSCGRG00001016376,XM_035445508,XP_035301399,"['GO:0032991', 'GO:0003980', 'GO:0006486']", ,55757,UGGT2,Lipid Metabolism
100763866,Cryl1,crystallin lambda 1,"The uronate cycle functions as an alternative glucose metabolic pathway, accounting for about 5% of daily glucose catabolism. The product of this gene catalyzes the dehydrogenation of L-gulonate into dehydro-L-gulonate in the uronate cycle. The enzyme requires NAD(H) as a coenzyme, and is inhibited by inorganic phosphate. A similar gene in the rabbit is thought to serve a structural role in the lens of the eye. [provided by RefSeq, Jul 2008]",ENSCGRG00015012940,ENSCGRG00001017496,XM_007641175,XP_007639365,"['GO:0070403', 'GO:0042803', 'GO:0005829', 'GO:0050104', 'GO:0006631', 'GO:0070403', 'GO:0016616', 'GO:0016491', 'GO:0019640']",A0A8C2ME42,51084,CRYL1,Energy Metabolism
100768962,Ppcs,phosphopantothenoylcysteine synthetase,"Biosynthesis of coenzyme A (CoA) from pantothenic acid (vitamin B5) is an essential universal pathway in prokaryotes and eukaryotes. PPCS (EC 6.3.2.5), one of the last enzymes in this pathway, converts phosphopantothenate to phosphopantothenoylcysteine (Daugherty et al., 2002 [PubMed 11923312]).[supplied by OMIM, Mar 2008]",ENSCGRG00015002816,ENSCGRG00001013754,XM_003513331,XP_003513379,"['GO:0016874', 'GO:0015937', 'GO:0003824', 'GO:0004632', 'GO:0042803', 'GO:0003015', 'GO:0006085', 'GO:0042802']",G3IEX5,79717,PPCS,Vitamin & Cofactor Metabolism
100768227,Aldh1a3,aldehyde dehydrogenase 1 family member A3,"This gene encodes an aldehyde dehydrogenase enzyme that uses retinal as a substrate. Mutations in this gene have been associated with microphthalmia, isolated 8, and expression changes have also been detected in tumor cells. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2014]",ENSCGRG00015020829,ENSCGRG00001010590,XM_003499401,XP_003499449,"['GO:0016491', 'GO:0016620', 'GO:0006081', 'GO:0001758', 'GO:0004029', 'GO:0004030', 'GO:0042803', 'GO:0070324', 'GO:0070403', 'GO:0002072', 'GO:0002138', 'GO:0007626', 'GO:0021768', 'GO:0031076', 'GO:0042472', 'GO:0042573', 'GO:0042574', 'GO:0043065', 'GO:0043584', 'GO:0048048', 'GO:0050885', 'GO:0051289', 'GO:0060013', 'GO:0060166', 'GO:0060324', 'GO:0070384', 'GO:0005737', 'GO:0006915', 'GO:0016491']",G3H599,220,ALDH1A3,Amino Acid Metabolism
100767061,LOC100767061,alcohol dehydrogenase 6,"This gene encodes class V alcohol dehydrogenase, which is a member of the alcohol dehydrogenase family. Members of this family metabolize a wide variety of substrates, including ethanol, retinol, other aliphatic alcohols, hydroxysteroids, and lipid peroxidation products. This gene is expressed in the stomach as well as in the liver, and it contains a glucocorticoid response element upstream of its 5' UTR, which is a steroid hormone receptor binding site. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]",ENSCGRG00015008947,ENSCGRG00001011022,XM_035437796,XP_035293687,"['GO:0008270', 'GO:0016491', 'GO:0045471', 'GO:0006069', 'GO:0004022', 'GO:0008270', 'GO:0016491']", ,130,ADH6,Carbohydrates Metabolism
100762824,Ch25h,cholesterol 25-hydroxylase,"This is an intronless gene that is involved in cholesterol and lipid metabolism. The encoded protein is a membrane protein and contains clusters of histidine residues essential for catalytic activity. Unlike most other sterol hydroxylases, this enzyme is a member of a small family of enzymes that utilize diiron cofactors to catalyze the hydroxylation of hydrophobic substrates. [provided by RefSeq, Jul 2008]",ENSCGRG00015020884,ENSCGRG00001014081,XM_003505962,XP_003506010,"['GO:0016020', 'GO:0016491', 'GO:0005506', 'GO:0008610', 'GO:0001567', 'GO:0008395', 'GO:0008203', 'GO:0035754', 'GO:0034340', 'GO:1903914']",G3HQY5,9023,CH25H,Lipid Metabolism
100774732,Phyh,phytanoyl-CoA 2-hydroxylase,"This gene is a member of the PhyH family and encodes a peroxisomal protein that is involved in the alpha-oxidation of 3-methyl branched fatty acids. Specifically, this protein converts phytanoyl-CoA to 2-hydroxyphytanoyl-CoA. Mutations in this gene have been associated with Refsum disease (RD) and deficient protein activity has been associated with Zellweger syndrome and rhizomelic chondrodysplasia punctata. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]",ENSCGRG00015020826,ENSCGRG00001022685,XM_003496411,XP_003496459,"['GO:0051213', 'GO:0003824', 'GO:0008198', 'GO:0031406', 'GO:0048244', 'GO:0001561', 'GO:0006103', 'GO:0006720', 'GO:0097089', 'GO:0005777', 'GO:0031418', 'GO:0097731']",G3GVQ7,5264,PHYH,Lipid Metabolism
100765413,Hk1,hexokinase 1,"Hexokinases phosphorylate glucose to produce glucose-6-phosphate, the first step in most glucose metabolism pathways. This gene encodes a ubiquitous form of hexokinase which localizes to the outer membrane of mitochondria. Mutations in this gene have been associated with hemolytic anemia due to hexokinase deficiency. Alternative splicing of this gene results in several transcript variants which encode different isoforms, some of which are tissue-specific. [provided by RefSeq, Apr 2016]",ENSCGRG00015005709,ENSCGRG00001011689,XM_003499892,XP_003499940,"['GO:0005739', 'GO:0005829', 'GO:0004396', 'GO:0061621', 'GO:0045121', 'GO:0072655', 'GO:0072656', 'GO:0004396', 'GO:0042834', 'GO:0046835', 'GO:0001678', 'GO:0005536', 'GO:0004396', 'GO:0016773', 'GO:0006096', 'GO:0005975', 'GO:0005524', 'GO:0002720', 'GO:0032731', 'GO:0004340', 'GO:0001678', 'GO:0005536', 'GO:0004396', 'GO:0016773', 'GO:0006096', 'GO:0005975', 'GO:0005524', 'GO:0001678', 'GO:0005536', 'GO:0004396', 'GO:0016773', 'GO:0006096', 'GO:0005975', 'GO:0005524']",G3H6T5,3098,HK1,Carbohydrates Metabolism
100771298,Degs2,"delta 4-desaturase, sphingolipid 2","This gene encodes a bifunctional enzyme that is involved in the biosynthesis of phytosphingolipids in human skin and in other phytosphingolipid-containing tissues. This enzyme can act as a sphingolipid delta(4)-desaturase, and also as a sphingolipid C4-hydroxylase. [provided by RefSeq, Oct 2008]",ENSCGRG00015013662,ENSCGRG00001009488,XM_035456702,XP_035312593,"['GO:0006667', 'GO:0030148', 'GO:0042284', 'GO:0030148', 'GO:0042284', 'GO:0006629', 'GO:0016021']", ,123099,DEGS2,Lipid Metabolism
100762593,Entpd1,ectonucleoside triphosphate diphosphohydrolase 1,"The protein encoded by this gene is a plasma membrane protein that hydrolyzes extracellular ATP and ADP to AMP. Inhibition of this protein's activity may confer anticancer benefits. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2015]",ENSCGRG00015025493,ENSCGRG00001016972,XM_035442840,XP_035298731,"['GO:0016787', 'GO:0016787']", ,953,ENTPD1,Nucleotide Metabolism
100761494,Man1c1,mannosidase alpha class 1C member 1,"Predicted to enable mannosyl-oligosaccharide 1,2-alpha-mannosidase activity. Predicted to be involved in N-glycan processing. Located in extracellular exosome. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015018462,ENSCGRG00001009664,XM_003510657,XP_003510705,"['GO:0004571', 'GO:0005975', 'GO:0005509', 'GO:0016020']", ,57134,MAN1C1,Protein Product Synthesis
100774834,Apip,APAF1 interacting protein,"APIP is an APAF1 (MIM 602233)-interacting protein that acts as a negative regulator of ischemic/hypoxic injury (Cho et al., 2004 [PubMed 15262985]).[supplied by OMIM, Dec 2008]",ENSCGRG00015010857,ENSCGRG00001019435,XM_003497444,XP_003497492,"['GO:0016020', 'GO:0005737', 'GO:0016829', 'GO:0046872', 'GO:0008270', 'GO:0005856', 'GO:0008652', 'GO:0006915', 'GO:0042802', 'GO:0046570', 'GO:0009086', 'GO:0019284', 'GO:0019509', 'GO:0043066', 'GO:0051289', 'GO:0070269', 'GO:0070372']",G3GYY9,51074,APIP,Amino Acid Metabolism
100756055,Pi4ka,phosphatidylinositol 4-kinase alpha,"This gene encodes a phosphatidylinositol (PI) 4-kinase which catalyzes the first committed step in the biosynthesis of phosphatidylinositol 4,5-bisphosphate. The mammalian PI 4-kinases have been classified into two types, II and III, based on their molecular mass, and modulation by detergent and adenosine. The protein encoded by this gene is a type III enzyme that is not inhibited by adenosine. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Apr 2018]",ENSCGRG00015009027,ENSCGRG00001012372,XM_007643462,XP_007641652,"['GO:0005886', 'GO:0005737', 'GO:0016301', 'GO:0016310', 'GO:0046854', 'GO:0048015', 'GO:0016301', 'GO:0044788', 'GO:0140754', 'GO:0046854', 'GO:0048015', 'GO:0016301']",G3HFZ6,5297,PI4KA,Lipid Metabolism
100765753,LOC100765753,carboxylesterase 1D,"This gene encodes a member of the carboxylesterase large family. The family members are responsible for the hydrolysis or transesterification of various xenobiotics, such as cocaine and heroin, and endogenous substrates with ester, thioester, or amide bonds. They may participate in fatty acyl and cholesterol ester metabolism, and may play a role in the blood-brain barrier system. This enzyme is the major liver enzyme and functions in liver drug clearance. Mutations of this gene cause carboxylesterase 1 deficiency. Three transcript variants encoding three different isoforms have been found for this gene. [provided by RefSeq, Jun 2010]",ENSCGRG00015027880,ENSCGRG00001025029,XM_035461208,XP_035317099,"['GO:0005829', 'GO:0005788', 'GO:0005783', 'GO:0005811', 'GO:0004806', 'GO:0016042', 'GO:0046464', 'GO:0070417', 'GO:0004771', 'GO:0019626', 'GO:0034379', 'GO:0060086', 'GO:0061411', 'GO:0061725', 'GO:0106106', 'GO:0106435']",A0A8C2N894,1066,CES1,Vitamin & Cofactor Metabolism
100753139,Polr1h,RNA polymerase I subunit H,"This gene encodes a DNA-directed RNA polymerase I subunit. The encoded protein contains two potential zinc-binding motifs and may play a role in regulation of cell proliferation. The encoded protein may be involved in cancer and human immunodeficiency virus progression. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]",ENSCGRG00015020731,ENSCGRG00001016003,XM_007648005,XP_007646195,"['GO:0005634', 'GO:0003676', 'GO:0046872', 'GO:0008270', 'GO:0006351', 'GO:0003899', 'GO:0005730', 'GO:0005654', 'GO:0006379', 'GO:0000428']",G3HVU7,30834,ZNRD1,Energy Metabolism
100753128,Decr1,"2,4-dienoyl-CoA reductase 1","This gene encodes an accessory enzyme which participates in the beta-oxidation and metabolism of unsaturated fatty enoyl-CoA esters. [provided by RefSeq, Jul 2008]",ENSCGRG00015012514,ENSCGRG00001018780,XM_007645929,XP_007644119,"['GO:0005654', 'GO:0005829', 'GO:0005739', 'GO:0042802', 'GO:1902494', 'GO:0120162', 'GO:0006635', 'GO:0070402', 'GO:0008670']", ,1666,DECR1,Lipid Metabolism
100756588,Srm,spermidine synthase,"The polyamines putrescine, spermine, and spermidine are ubiquitous polycationic mediators of cell growth and differentiation. Spermidine synthase is one of four enzymes in the polyamine-biosynthetic pathway and carries out the final step of spermidine biosynthesis. This enzyme catalyzes the conversion of putrescine to spermidine using decarboxylated S-adenosylmethionine as the cofactor. [provided by RefSeq, Jul 2008]",ENSCGRG00015002857,ENSCGRG00001014410,XM_007653495,XP_007651685,"['GO:0042803', 'GO:0042802', 'GO:1990830', 'GO:0004766', 'GO:0008295', 'GO:0006595', 'GO:0003824']", ,6723,SRM,Amino Acid Metabolism
100758749,Pck1,phosphoenolpyruvate carboxykinase 1,"This gene is a main control point for the regulation of gluconeogenesis. The cytosolic enzyme encoded by this gene, along with GTP, catalyzes the formation of phosphoenolpyruvate from oxaloacetate, with the release of carbon dioxide and GDP. The expression of this gene can be regulated by insulin, glucocorticoids, glucagon, cAMP, and diet. Defects in this gene are a cause of cytosolic phosphoenolpyruvate carboxykinase deficiency. A mitochondrial isozyme of the encoded protein also has been characterized. [provided by RefSeq, Jul 2008]",ENSCGRG00015016652,ENSCGRG00001014463,XM_035455213,XP_035311104,"['GO:0016829', 'GO:0046872', 'GO:0000166', 'GO:0005525', 'GO:0016301', 'GO:0016310', 'GO:0006094', 'GO:0016831', 'GO:0000287', 'GO:0004611', 'GO:0004613', 'GO:0017076', 'GO:0030145', 'GO:0031406', 'GO:0006006', 'GO:0006107', 'GO:0006629', 'GO:0009617', 'GO:0032868', 'GO:0046327', 'GO:0051365', 'GO:0061402', 'GO:0071333', 'GO:0005829', 'GO:0106264', 'GO:0018105', 'GO:0032869', 'GO:0043382', 'GO:0046890', 'GO:0005783']", ,5105,PCK1,Energy Metabolism
100755575,Dgkk,diacylglycerol kinase kappa,"The protein encoded by this gene is an enzyme that phosphorylates diacylglycerol, converting it to phosphatidic acid. The encoded protein is a membrane protein and is inhibited by hydrogen peroxide. Variations in this gene have been associated with hypospadias. [provided by RefSeq, Mar 2011]",ENSCGRG00015008723,ENSCGRG00001005491,XM_003505801,XP_003505849,"['GO:0005886', 'GO:0004143', 'GO:0006979', 'GO:0035556', 'GO:0046339', 'GO:0007205', 'GO:0004143', 'GO:0016301', 'GO:0007165']", ,139189,DGKK,Lipid Metabolism
100770225,Plpbp,pyridoxal phosphate binding protein,"This gene encodes a pyridoxal 5'-phosphate binding protein involved in the homeostatic regulation of intracellular pyridoxal 5'-phosphate. This gene has a tumor suppressive effect on hepatocellular carcinoma and other solid tumors of epithelial origin. Naturally occurring mutations in this gene are associated with a pyridoxine-dependent epilepsy. [provided by RefSeq, Mar 2017]",ENSCGRG00015025286,ENSCGRG00001019368,XM_003498217,XP_003498265,"['GO:0005829', 'GO:0030170', 'GO:0030170', 'GO:0030170']", ,11212,PLPBP,Amino Acid Metabolism
100759241,LOC100759241,cytochrome P450 1B1,"This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. The enzyme encoded by this gene localizes to the endoplasmic reticulum and metabolizes procarcinogens such as polycyclic aromatic hydrocarbons and 17beta-estradiol. Mutations in this gene have been associated with primary congenital glaucoma; therefore it is thought that the enzyme also metabolizes a signaling molecule involved in eye development, possibly a steroid. [provided by RefSeq, Jul 2008]",ENSCGRG00015016651,ENSCGRG00001023693,XM_035458479,XP_035314370,"['GO:0046872', 'GO:0016491', 'GO:0004497', 'GO:0005506', 'GO:0016705', 'GO:0020037', 'GO:0016712', 'GO:0101020', 'GO:0001525', 'GO:0002930', 'GO:0006725', 'GO:0006805', 'GO:0006809', 'GO:0007155', 'GO:0008202', 'GO:0008210', 'GO:0008285', 'GO:0008631', 'GO:0009404', 'GO:0009636', 'GO:0010575', 'GO:0019369', 'GO:0030199', 'GO:0030336', 'GO:0032088', 'GO:0033629', 'GO:0042572', 'GO:0042574', 'GO:0043065', 'GO:0043542', 'GO:0045766', 'GO:0046427', 'GO:0046466', 'GO:0048514', 'GO:0061298', 'GO:0061304', 'GO:0070301', 'GO:0071407', 'GO:0071603', 'GO:2000377', 'GO:0005739', 'GO:0043534']", ,1545,CYP1B1,Vitamin & Cofactor Metabolism
100768444,Tpk1,thiamin pyrophosphokinase 1,"The protein encoded by this gene functions as a homodimer and catalyzes the conversion of thiamine to thiamine pyrophosphate, a cofactor for some enzymes of the glycolytic and energy production pathways. Defects in this gene are a cause of thiamine metabolism dysfunction syndrome-5. [provided by RefSeq, Apr 2017]",ENSCGRG00015024213,ENSCGRG00001023347,XM_003507537,XP_003507585,"['GO:0016740', 'GO:0000166', 'GO:0005524', 'GO:0016301', 'GO:0016310', 'GO:0006772', 'GO:0004788', 'GO:0030975', 'GO:0009229', 'GO:0042802', 'GO:0042723', 'GO:0030975', 'GO:0009229', 'GO:0004788', 'GO:0005524']",G3HW81,27010,TPK1,Vitamin & Cofactor Metabolism
100753783,Alg6,"ALG6 alpha-1,3-glucosyltransferase","This gene encodes a member of the ALG6/ALG8 glucosyltransferase family. The encoded protein catalyzes the addition of the first glucose residue to the growing lipid-linked oligosaccharide precursor of N-linked glycosylation. Mutations in this gene are associated with congenital disorders of glycosylation type Ic. [provided by RefSeq, Jul 2008]",ENSCGRG00015020835,ENSCGRG00001024513,XM_007614594,XP_007612784,"['GO:0042281', 'GO:0006487', 'GO:0046527', 'GO:0005783', 'GO:0006488', 'GO:0016758', 'GO:0042281', 'GO:0005783', 'GO:0006488', 'GO:0016758']",A0A8C2N4B2,29929,ALG6,Protein Product Synthesis
