SYMBOL,ComplexID,ComplexName,Organism,subunits(Entrez.IDs),subunits(Gene.name),subunits(Gene.name.syn),GO.description,FunCat.description
AP3M2,990,Agap1-Ap3b1-Ap3m1-Ap3m2-Ap3s2 complex,Mouse,11778;347722;64933;55946;11774,Ap3s2;Agap1;Ap3m2;Ap3m1;Ap3b1,None;Centg2 Kiaa1099;None;None;None,vesicle-mediated transport;endosome,"vesicular transport (Golgi network, etc.);endosome"
AP3M2,6197,Stargazin-Glu1-mu3 complex,Human,2890;10947;10369,GRIA1;AP3M2;CACNG2,GLUH1 GLUR1;None;None,regulation of AMPA receptor activity,None
AP3M2,6199,Stargazin-Glu2A-mu3 complex,Human,2891;10947;10369,GRIA2;AP3M2;CACNG2,GLUR2;None;None,regulation of AMPA receptor activity,None
AP3S1,59,AP3 adaptor complex,Human,8546;8943;10947;10239;8120;1176;26985,AP3B1;AP3D1;AP3M2;AP3S2;AP3B2;AP3S1;AP3M1,ADTB3A;None;None;None;None;CLAPS3;None,intracellular protein transport;protein targeting;protein transport;post-Golgi vesicle-mediated transport;endocytosis;vacuole;lysosome;vesicle-mediated transport,"protein targeting, sorting and translocation;protein transport;post Golgi transport;endocytosis;vacuole or lysosome;vesicular transport (Golgi network, etc.)"
AP3S1,652,AP3-BLOC1 complex,Human,8546;8943;23557;2647;388552;282991;63915;1176;84062;55330;26258;26985,AP3B1;AP3D1;SNAPIN;BLOC1S1;BLOC1S3;BLOC1S2;BLOC1S5;AP3S1;DTNBP1;BLOC1S4;BLOC1S6;AP3M1,"ADTB3A;None;BLOC1S7 SNAP25BP SNAPAP;BLOS1 GCN5L1 RT14;BLOS3;BLOS2 CEAP;MUTED;CLAPS3;BLOC1S8;CNO;PA, PLDN;None","clathrin-coated vesicle cargo loading, AP-3-mediated;regulation of vesicle-mediated transport;melanosome organization",None
AP3S1,2308,AP3D1-AP3S1 complex,Human,8943;1176,AP3D1;AP3S1,None;CLAPS3,intracellular protein transport;protein targeting;protein transport,"protein targeting, sorting and translocation;protein transport"
AP3S1,8450,AP-3-KIF3A-RAB4A-RBSN complex,Human,8943;5867;1176;64145;11127,AP3D1;RAB4A;AP3S1;RBSN;KIF3A,None;RAB4;CLAPS3;ZFYVE20;KIF3,None,None
AP3S2,59,AP3 adaptor complex,Human,8546;8943;10947;10239;8120;1176;26985,AP3B1;AP3D1;AP3M2;AP3S2;AP3B2;AP3S1;AP3M1,ADTB3A;None;None;None;None;CLAPS3;None,intracellular protein transport;protein targeting;protein transport;post-Golgi vesicle-mediated transport;endocytosis;vacuole;lysosome;vesicle-mediated transport,"protein targeting, sorting and translocation;protein transport;post Golgi transport;endocytosis;vacuole or lysosome;vesicular transport (Golgi network, etc.)"
AP3S2,990,Agap1-Ap3b1-Ap3m1-Ap3m2-Ap3s2 complex,Mouse,11778;347722;64933;55946;11774,Ap3s2;Agap1;Ap3m2;Ap3m1;Ap3b1,None;Centg2 Kiaa1099;None;None;None,vesicle-mediated transport;endosome,"vesicular transport (Golgi network, etc.);endosome"
AP3S2,2307,AP3D1-AP3S2 complex,Human,8943;10239,AP3D1;AP3S2,None;None,intracellular protein transport;protein targeting;protein transport,"protein targeting, sorting and translocation;protein transport"
APPL1,2159,AR-AKT-APPL complex,Human,367;207;26060,AR;AKT1;APPL1,"DHTR, NR3C4;PKB, RAC;APPL DIP13A KIAA1428",signaling,cellular signalling
APPL1,7406,AKT1-APPL1-HDAC3 complex,Human,8841;207;26060,HDAC3;AKT1;APPL1,"None;PKB, RAC;APPL DIP13A KIAA1428",None,None
APPL1,8462,Akt2-Appl1 complex,Rat,None;25233,Appl1;Akt2,None;None,insulin secretion,None
ARAF,7361,ARAF-PIK3R1 complex,Human,369;5295,ARAF;PIK3R1,ARAF1 PKS PKS2;GRB1; p85alpha,None,None
ARCN1,3145,Coatomer complex,Rabbit,100352311;100353942;100342631;100352831;100008878;59042;213827,COPB1;COPB2;COPG1;COPZ1;COPA;Cope;Arcn1,None;None;None;None;None;Cope1;Copd,protein transport;vesicle budding from membrane;vesicle organization;transport vesicle;cytoplasm,protein transport;vesicle formation;intracellular transport vesicles;cytoplasm
ARCN1,3146,Coatomer-Arf1 complex,Rabbit,100352311;100353942;100342631;100352831;100008878;59042;11840;213827,COPB1;COPB2;COPG1;COPZ1;COPA;Cope;Arf1;Arcn1,None;None;None;None;None;Cope1;None;Copd,protein transport;vesicle budding from membrane;vesicle organization;transport vesicle;Golgi apparatus,protein transport;vesicle formation;intracellular transport vesicles;Golgi
ARCN1,3147,Beta/delta-coat protein subcomplex,Rabbit,100352311;213827,COPB1;Arcn1,None;Copd,protein transport;vesicle budding from membrane;vesicle organization;transport vesicle;cytoplasm,protein transport;vesicle formation;intracellular transport vesicles;cytoplasm
ARCN1,3148,Arf1-beta/delta-coat protein subcomplex,Rabbit,100352311;100354334;213827,COPB1;ARF1;Arcn1,None;None;Copd,protein transport;vesicle budding from membrane;vesicle organization;transport vesicle;Golgi apparatus,protein transport;vesicle formation;intracellular transport vesicles;Golgi
ARF1,941,Ap1b1-Ap1g1-Arf1 complex,Rat,171494;29663;64310,Ap1g1;Ap1b1;Arf1,None;Adtb1;None,protein binding;vesicle-mediated transport,"protein binding;vesicular transport (Golgi network, etc.)"
ARF1,3146,Coatomer-Arf1 complex,Rabbit,100352311;100353942;100342631;100352831;100008878;59042;11840;213827,COPB1;COPB2;COPG1;COPZ1;COPA;Cope;Arf1;Arcn1,None;None;None;None;None;Cope1;None;Copd,protein transport;vesicle budding from membrane;vesicle organization;transport vesicle;Golgi apparatus,protein transport;vesicle formation;intracellular transport vesicles;Golgi
ARF1,3148,Arf1-beta/delta-coat protein subcomplex,Rabbit,100352311;100354334;213827,COPB1;ARF1;Arcn1,None;None;Copd,protein transport;vesicle budding from membrane;vesicle organization;transport vesicle;Golgi apparatus,protein transport;vesicle formation;intracellular transport vesicles;Golgi
ARF1,7483,ARF1-ARFIP2-ARL1-PKD2 complex,Human,400;23647;375;5311,ARL1;ARFIP2;ARF1;PKD2,None;POR1;None;TRPP2,regulation of protein transport;vesicle-mediated transport,"vesicular transport (Golgi network, etc.)"
ARF4,8279,ARF4-ASAP1-PKD1 complex,Dog,482044;None;606755,ASAP1;ARF4;PKD1,None;None;None,intraciliary transport,None
ARFIP2,7483,ARF1-ARFIP2-ARL1-PKD2 complex,Human,400;23647;375;5311,ARL1;ARFIP2;ARF1;PKD2,None;POR1;None;TRPP2,regulation of protein transport;vesicle-mediated transport,"vesicular transport (Golgi network, etc.)"
ARHGEF1,3177,ARHGEF1-GNA14 complex,Human,9630;9138,GNA14;ARHGEF1,None;None,cell morphogenesis;cell growth,cell growth / morphogenesis
ARHGEF1,6671,PI4K2A-WASH complex,Human,8546;4734;832;1785;829;1213;9897;23325;23307;387680;9138;9181;85440;55361,AP3B1;NEDD4;CAPZB;DNM2;CAPZA1;CLTC;WASHC5;WASHC4;FKBP15;WASHC2A;ARHGEF1;ARHGEF2;DOCK7;PI4K2A,"ADTB3A;KIAA0093, PIG53;CAPB, CAPPB, CAPZ;DYN2;CAPPA1, CAPZ, CAZ1;CLH17, CLTCL2, KIAA0034, CHC;KIAA0196;KIAA1033;KIAA0674, FKBP133, PPP1R76;FAM21A FAM21B;None;KIAA0651, LFP40, GEF-H1, GEFH1;KIAA1771, EIEE23, ZIR2;PI4KII, PIK42A",early endosome;WASH complex,None
ARHGEF2,6671,PI4K2A-WASH complex,Human,8546;4734;832;1785;829;1213;9897;23325;23307;387680;9138;9181;85440;55361,AP3B1;NEDD4;CAPZB;DNM2;CAPZA1;CLTC;WASHC5;WASHC4;FKBP15;WASHC2A;ARHGEF1;ARHGEF2;DOCK7;PI4K2A,"ADTB3A;KIAA0093, PIG53;CAPB, CAPPB, CAPZ;DYN2;CAPPA1, CAPZ, CAZ1;CLH17, CLTCL2, KIAA0034, CHC;KIAA0196;KIAA1033;KIAA0674, FKBP133, PPP1R76;FAM21A FAM21B;None;KIAA0651, LFP40, GEF-H1, GEFH1;KIAA1771, EIEE23, ZIR2;PI4KII, PIK42A",early endosome;WASH complex,None
ARHGEF2,6937,ARHGEF2-MAPK1-MAPK3-PXN complex,Human,5595;5594;5829;9181,MAPK3;MAPK1;PXN;ARHGEF2,"ERK1, PRKM3;ERK2, PRKM1, PRKM2;None;KIAA0651, LFP40, GEF-H1, GEFH1",positive regulation of Rho protein signal transduction;regulation of vascular permeability,None
ARHGEF6,5498,ILK-PARVB-ARHGEF6 complex,Human,3611;9459;29780,ILK;ARHGEF6;PARVB,ILK1 ILK2;COOL2 KIAA0006 PIXA;None,small GTPase mediated signal transduction;actin cytoskeleton organization,small GTPase mediated signal transduction;actin cytoskeleton
ARHGEF6,5499,PARVB-ARHGEF6 complex,Human,9459;29780,ARHGEF6;PARVB,COOL2 KIAA0006 PIXA;None,actin cytoskeleton organization,actin cytoskeleton
ARHGEF7,930,SCRIB-GIT1-ARHGEF7 complex,Human,8874;23513;28964,ARHGEF7;SCRIB;GIT1,"COOL1, KIAA0142, P85SPR, PAK3BP, PIXB;CRIB1, KIAA0147, LAP4, SCRB1, VARTUL;None",exocytosis;plasma membrane;chemical synaptic transmission;establishment or maintenance of epithelial cell apical/basal polarity,exocytosis;eukaryotic plasma membrane / membrane attached;synaptic transmission
ARHGEF7,931,Scrib-Git1-Arhgef7 complex,Mouse,216963;105782;54126,Git1;Scrib;Arhgef7,"None;Kiaa0147 Lap4 Scrib1;Kiaa0142, Pak3bp, PIX, betaPix",exocytosis;plasma membrane;chemical synaptic transmission,exocytosis;eukaryotic plasma membrane / membrane attached;synaptic transmission
ARHGEF7,6341,GIT1-ARHGEF7-PAK1-PXN complex,Human,5829;5058;8874;28964,PXN;PAK1;ARHGEF7;GIT1,"None;None;COOL1, KIAA0142, P85SPR, PAK3BP, PIXB;None",None,None
ARHGEF7,6778,SCRIB-GIT1-ARHGEF7-PAK1 complex,Human,5058;8874;23513;28964,PAK1;ARHGEF7;SCRIB;GIT1,"None;COOL1, KIAA0142, P85SPR, PAK3BP, PIXB;CRIB1, KIAA0147, LAP4, SCRB1, VARTUL;None",establishment or maintenance of cell polarity;cell migration,cell migration
ARHGEF7,6779,SCRIB-GIT1-ARHGEF7-PAK1 complex,Human,5058;8874;23513;28964,PAK1;ARHGEF7;SCRIB;GIT1,"None;COOL1, KIAA0142, P85SPR, PAK3BP, PIXB;CRIB1, KIAA0147, LAP4, SCRB1, VARTUL;None",cell migration;cell leading edge;establishment or maintenance of cell polarity,cell migration
ARHGEF7,6928,ARHGEF7-GIT2-PAK1 complex,Human,5058;8874;9815,PAK1;ARHGEF7;GIT2,"None;COOL1, KIAA0142, P85SPR, PAK3BP, PIXB;KIAA0148, PKL",regulation of T cell activation;T cell receptor signaling pathway,None
ARPC1B,27,Arp2/3 protein complex,Human,10095;10109;10094;10092;10093;10096;10097,ARPC1B;ARPC2;ARPC3;ARPC5;ARPC4;ACTR3;ACTR2,ARC41;ARC34;ARC21;ARC16;ARC20;ARP3;ARP2,Arp2/3 protein complex;regulation of actin filament polymerization,None
ARPC2,27,Arp2/3 protein complex,Human,10095;10109;10094;10092;10093;10096;10097,ARPC1B;ARPC2;ARPC3;ARPC5;ARPC4;ACTR3;ACTR2,ARC41;ARC34;ARC21;ARC16;ARC20;ARP3;ARP2,Arp2/3 protein complex;regulation of actin filament polymerization,None
ARPC3,27,Arp2/3 protein complex,Human,10095;10109;10094;10092;10093;10096;10097,ARPC1B;ARPC2;ARPC3;ARPC5;ARPC4;ACTR3;ACTR2,ARC41;ARC34;ARC21;ARC16;ARC20;ARP3;ARP2,Arp2/3 protein complex;regulation of actin filament polymerization,None
ARPC4,27,Arp2/3 protein complex,Human,10095;10109;10094;10092;10093;10096;10097,ARPC1B;ARPC2;ARPC3;ARPC5;ARPC4;ACTR3;ACTR2,ARC41;ARC34;ARC21;ARC16;ARC20;ARP3;ARP2,Arp2/3 protein complex;regulation of actin filament polymerization,None
ARPC5,27,Arp2/3 protein complex,Human,10095;10109;10094;10092;10093;10096;10097,ARPC1B;ARPC2;ARPC3;ARPC5;ARPC4;ACTR3;ACTR2,ARC41;ARC34;ARC21;ARC16;ARC20;ARP3;ARP2,Arp2/3 protein complex;regulation of actin filament polymerization,None
ASAP1,5318,ASAP1-CTTN-PXN complex,Human,5829;2017;50807,PXN;CTTN;ASAP1,None;EMS1;DDEF1 KIAA1249,cytoskeleton organization,cytoskeleton/structural proteins
ASAP1,8278,ASAP1-RAB11A-RAB11FIP3 complex,Human,9727;8766;50807,RAB11FIP3;RAB11A;ASAP1,"ARFO1,KIAA0665;RAB11;DDEF1 KIAA1249",recycling endosome,None
ASAP1,8279,ARF4-ASAP1-PKD1 complex,Dog,482044;None;606755,ASAP1;ARF4;PKD1,None;None;None,intraciliary transport,None
ATF4,6425,FOXO1-ATF4 complex,Mouse,11911;56458,Atf4;Foxo1,"None;Fkhr,Foxo1a","regulation of transcription, DNA-templated",transcriptional control
ATF4,6426,ATF4-CREB1 complex,Human,1385;468,CREB1;ATF4,None;CREB2 TXREB,"regulation of transcription, DNA-templated",transcriptional control
ATP2A1,6514,SLN-ATP2A1 complex,Human,6588;487,SLN;ATP2A1,None;None,regulation of calcium ion transport,None
ATP2A1,6515,SLN-PLN-SERCA1A complex,Human,6588;487;5350,SLN;ATP2A1;PLN,None;None;PLB,regulation of ATPase-coupled calcium transmembrane transporter activity,None
ATP2A2,6507,SERCA-PLN complex,Human,488;5350,ATP2A2;PLN,ATP2B;PLB,calcium ion transport;regulation of relaxation of cardiac muscle;single-stranded DNA binding;miRNA binding,None
ATP2A2,6510,ILK-SERCA2A-PLN complex,Human,488;5350;3611,ATP2A2;PLN;ILK,ATP2B;PLB;ILK1 ILK2,regulation of relaxation of cardiac muscle;Z disc,None
ATP2A2,6516,SLN-PLN-SERCA2A complex,Human,6588;488;5350,SLN;ATP2A2;PLN,None;ATP2B;PLB,regulation of ATPase-coupled calcium transmembrane transporter activity,None
ATP2A2,6517,SERCA2a-alphaKAP-CaM-CaMKII complex,Human,801;488;3836;815,CALM1;ATP2A2;KPNA1;CAMK2A,"CALM,CAM,CAM1;ATP2B;RCH2;CAMKA, KIAA0968",None,None
ATXN3,7784,RNF8-ATX3-p97 complex,Human,9025;4287;7415;55666;7353,RNF8;ATXN3;VCP;NPLOC4;UFD1,"KIAA0646;ATX3,MJD,MJD1,SCA3;p97;KIAA1499 NPL4;UFD1L",response to ionizing radiation;DNA repair;nucleus,DNA repair;nucleus
AXL,2010,AXL homodimer complex,Human,558,AXL,UFO,transmembrane receptor protein tyrosine kinase signaling pathway;plasma membrane,transmembrane receptor protein tyrosine kinase signalling pathways;eukaryotic plasma membrane / membrane attached
AXL,7792,AXL-DOCK1-ELMO2-MET complex,Human,4233;558;1793;63916,MET;AXL;DOCK1;ELMO2,"None;UFO;None;CED12A,KIAA1834",plasma membrane;cytoskeleton organization;protein tyrosine kinase activity,eukaryotic plasma membrane / membrane attached;cytoskeleton/structural proteins
AXL,8209,ACK1-GBR2-AXL complex,Human,558;2885;10188,AXL;GRB2;TNK2,UFO;ASH;ACK1,regulation of protein kinase activity,None
AXL,8215,MIG6-GBR2-AXL complex,Human,558;2885;54206,AXL;GRB2;ERRFI1,UFO;ASH;MIG6,regulation of protein kinase activity,None
BAG1,6114,BAG1-HSC70 complex,Human,3312;573,HSPA8;BAG1,"HSC70, HSP73, HSPA10;HAP",protein folding,protein folding and stabilization
BAG1,6115,BAG1-HSP70 complex,Human,3303;573,HSPA1A;BAG1,"HSPA1, HSX70, HSP70-1A;HAP",protein folding,protein folding and stabilization
BAG1,7624,BAG1-HSPA8-STUB1 complex,Human,3312;573;10273,HSPA8;BAG1;STUB1,"HSC70, HSP73, HSPA10;HAP;CHIP",proteasome-mediated ubiquitin-dependent protein catabolic process,proteasomal degradation (ubiquitin/proteasomal pathway)
BAG2,7910,BAG2-HSPA2-NLRP14 complex,Human,9532;3306;338323,BAG2;HSPA2;NLRP14,"None;None;NALP14,NOD5",spermatogenesis;proteasomal protein catabolic process,None
BAG6,6079,BAG6-HSPA2 complex,Human,7917;3306,BAG6;HSPA2,"BAT3, G3;None",spermatogenesis;regulation of protein folding,None
BAG6,6862,Bag6-Ubl4A-Trc35 Complex,Human,8266;7917;51608,UBL4A;BAG6;GET4,"DXS254E,GDX,UBL4;BAT3, G3;C7orf20,CEE,TRC35",positive regulation of ERAD pathway,None
BAG6,6873,BAG6-AMFR-FAF2 complex,Human,7917;23197;267,BAG6;FAF2;AMFR,"BAT3, G3;ETEA, KIAA0887, UBXD8, UBXN3B;RNF45, GP78",ER-associated misfolded protein catabolic process;ERAD pathway;endoplasmic reticulum membrane,None
BAG6,8497,ZFAND2B complex,Human,7917;7415;55666;130617;7353;23197;79139,BAG6;VCP;NPLOC4;ZFAND2B;UFD1;FAF2;DERL1,"BAT3, G3;p97;KIAA1499 NPL4;AIRAPL;UFD1L;ETEA, KIAA0887, UBXD8, UBXN3B;DER1",endoplasmic reticulum;protein targeting to ER,endoplasmic reticulum
BAK1,2845,Bak1-Bax-Ern1 complex,Mouse,12018;12028;None,Bak1;Bax;Ern1,Bak;None;Ire1,response to stress;intrinsic apoptotic signaling pathway;endoplasmic reticulum,stress response;induction of apoptosis by intracellular signals;endoplasmic reticulum
BAK1,5813,tBID-BAK1 complex,Mouse,12018;12122,Bak1;Bid,Bak;None,apoptotic process;mitochondrion,apoptosis (type I programmed cell death);mitochondrion
BAK1,5814,Tp53-BAK1 complex,Mouse,12018;22059,Bak1;Tp53,"Bak;P53, Trp53",apoptotic process;mitochondrion,apoptosis (type I programmed cell death);mitochondrion
BAK1,5823,MCL1-BAK1 complex,Human,4170;578,MCL1;BAK1,BCL2L3;BAK BCL2L7 CDN1,regulation of programmed cell death;mitochondrial outer membrane,regulation of apoptosis;mitochondrial outer membrane
BAX,2845,Bak1-Bax-Ern1 complex,Mouse,12018;12028;None,Bak1;Bax;Ern1,Bak;None;Ire1,response to stress;intrinsic apoptotic signaling pathway;endoplasmic reticulum,stress response;induction of apoptosis by intracellular signals;endoplasmic reticulum
BAX,3492,BAX homo-oligomer complex,Human,581,BAX,BCL2L4,apoptotic process;mitochondrion,apoptosis (type I programmed cell death);mitochondrion
BAX,6329,BAX-DNAJA1-HSPA1B complex,Mammalia,None;3303;None,BAX;HSPA1B;DNAJA1,;None;,negative regulation of apoptotic process,anti-apoptosis
BAX,6330,BAX-DNAJA2-HSPA1B complex,Mammalia,None;10294;3303,BAX;DNAJA2;HSPA1B,;CPR3 HIRIP4;None,negative regulation of apoptotic process,anti-apoptosis
BAX,8000,BAX-BCL2L11-PACS2-TNFRSF10B-TNFSF10 complex,Human,8795;10018;8743;581;23241,TNFRSF10B;BCL2L11;TNFSF10;BAX;PACS2,"DR5 KILLER TRAILR2 TRICK2 ZTNFR9;BIM;APO2L TRAIL;BCL2L4;KIAA0602,PACS1L",apoptotic process;lysosome,apoptosis (type I programmed cell death);vacuole or lysosome
BAX,8730,BAX-HSP90-IRF3-TOMM70 complex,Human,9868;3320;581;3661,TOMM70;HSP90AA1;BAX;IRF3,"KIAA0719 TOM70 TOMM70A;HSP90A, HSPC1, HSPCA;BCL2L4;None",viral process;mitochondrial outer membrane;apoptotic process;antiviral innate immune response,mitochondrial outer membrane;apoptosis (type I programmed cell death)
BAX,8731,BAX-IRF3 complex,Human,581;3661,BAX;IRF3,BCL2L4;None,viral process;innate immune response;apoptotic process,innate immune response (invertebrates and vertebrates);apoptosis (type I programmed cell death)
BCL2,1062,BAR-BCL2-CASP8 complex,Human,596;841;51283,BCL2;CASP8;BFAR,None;MCH5;BAR RNF47,apoptotic process,apoptosis (type I programmed cell death)
BCL2,1988,Bcl2 homodimer complex,Mouse,12043,Bcl2,Bcl-2,regulation of programmed cell death,regulation of apoptosis
BCL2,5526,BCL2 -CALM1-FKBP38 complex,Human,801;596;23770,CALM1;BCL2;FKBP8,"CALM,CAM,CAM1;None;FKBP38",calcium ion binding;enzyme regulator activity;regulation of catalytic activity;regulation of programmed cell death;apoptotic process,calcium binding;enzymatic activity regulation / enzyme regulator;regulation of apoptosis;apoptosis (type I programmed cell death)
BCL2,5811,p53-BCL2 complex,Human,7157;596,TP53;BCL2,P53;None,apoptotic process;mitochondrion,apoptosis (type I programmed cell death);mitochondrion
BCL2,5817,tBID-BCL2 complex,Mouse,12043;12122,Bcl2;Bid,Bcl-2;None,regulation of programmed cell death;mitochondrial outer membrane,regulation of apoptosis;mitochondrial outer membrane
BCL2,5818,BIM-BCL2 complex,Mouse,12125;12043,Bcl2l11;Bcl2,Bim;Bcl-2,regulation of programmed cell death;mitochondrial outer membrane,regulation of apoptosis;mitochondrial outer membrane
BCL2,6472,VPS34-VPS15-BECLIN1-UVRAG-BCL2 complex,Human,596;8678;5289;30849;7405,BCL2;BECN1;PIK3C3;PIK3R4;UVRAG,None;GT197;VPS34;VPS15;None,autophagosome assembly,None
BCL2,7275,BCL2-CISD2 complex,Human,596;493856,BCL2;CISD2,"None;CDGSH2,ERIS,ZCD2",autophagy;endoplasmic reticulum,endoplasmic reticulum
BCL2,7492,Bcl2-Becn1 complex,Mouse,56208;12043,Becn1;Bcl2,None;Bcl-2,None,None
BET1,88,"SNARE complex (Bet1, Gosr1, Gosr2, Scfd1, Sec22b, Stx5)",Rat,64154;65134;310710;29631;94189;54350,Gosr2;Stx5;Sec22b;Bet1;Gosr1;Scfd1,"Gs27, Membrin;Stx5a;Sec22l1;None;Gs28, Gos-28;Ra410, Sly1, Stxbp1l2",endoplasmic reticulum to Golgi vesicle-mediated transport;intra-Golgi vesicle-mediated transport;vesicle budding from membrane;vesicle organization;vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;endoplasmic reticulum;Golgi apparatus;Golgi membrane;SNARE complex;membrane fusion;vesicle-mediated transport,"ER to Golgi transport;intra Golgi transport;vesicle formation;vesicle fusion;synaptic vesicle exocytosis;endoplasmic reticulum;Golgi;vesicular transport (Golgi network, etc.)"
BET1,653,"SNARE complex (Ykt6, Stx5, Gosr2, Bet1)",Rat,64154;65134;64351;29631,Gosr2;Stx5;Ykt6;Bet1,"Gs27, Membrin;Stx5a;None;None",protein binding;vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;plasma membrane;SNARE complex;membrane fusion,protein binding;vesicle fusion;synaptic vesicle exocytosis;eukaryotic plasma membrane / membrane attached
BET1,664,"SNARE complex (Stx5, Gosr2, Sec22b, Bet1)",Rat,64154;65134;310710;29631,Gosr2;Stx5;Sec22b;Bet1,"Gs27, Membrin;Stx5a;Sec22l1;None",protein binding;protein transport;intra-Golgi vesicle-mediated transport;vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;Golgi apparatus;endosome;SNARE complex;membrane fusion;vesicle-mediated transport,"protein binding;protein transport;intra Golgi transport;vesicle fusion;synaptic vesicle exocytosis;Golgi;endosome;vesicular transport (Golgi network, etc.)"
BET1,703,"SNARE complex (Bet1,Stx5, Vamp7, Vti1a)",Rat,65134;29631;85491;65277,Stx5;Bet1;Vamp7;Vti1a,Stx5a;None;Sybl1;Vti1l2,endoplasmic reticulum to Golgi vesicle-mediated transport;vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;chylomicron;membrane fusion;SNARE complex;vesicle-mediated transport,"ER to Golgi transport;vesicle fusion;synaptic vesicle exocytosis;vesicular transport (Golgi network, etc.)"
BET1,907,"SNARE complex (Bet1, Gef2, Gosr1, Stx5)",Rat,64670;65134;29631;94189,Gabarapl2;Stx5;Bet1;Gosr1,"Gef2;Stx5a;None;Gs28, Gos-28",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;Golgi apparatus;SNARE complex;membrane fusion,vesicle fusion;synaptic vesicle exocytosis;Golgi
BET1L,663,"SNARE complex (Stx5, Ykt6, Gosr1, Bet1)",Rat,54400;65134;64351;94189,Bet1l;Stx5;Ykt6;Gosr1,"Gs15;Stx5a;None;Gs28, Gos-28",protein binding;protein transport;intra-Golgi vesicle-mediated transport;vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;Golgi apparatus;endosome;SNARE complex;membrane fusion;vesicle-mediated transport,"protein binding;protein transport;intra Golgi transport;vesicle fusion;synaptic vesicle exocytosis;Golgi;endosome;vesicular transport (Golgi network, etc.)"
BET1L,902,"SNARE complex (Gosr1, GS15, Stx5)",Rat,54400;65134;94189,Bet1l;Stx5;Gosr1,"Gs15;Stx5a;Gs28, Gos-28",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;Golgi apparatus;SNARE complex;membrane fusion,vesicle fusion;synaptic vesicle exocytosis;Golgi
